;Monatliche Wetterdaten der Messstation Hohe Warte seit April 1872 | Monthly Data from the Weather Station Hohe Warte since April 1872;;;;;;;;;;;;;;;;;;;;;;;;;;;
REF_YEAR;NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_DATE;T;T_MAX;T_MIN;MEAN_T_MAX;MEAN_T_MIN;NUM_FROST;NUM_ICE;NUM_SUMMER;NUM_HEAT;P;P_MAX;P_MIN;SUN_H;NUM_CLEAR;NUM_CLOUD;REL_HUM;REL_HUM_MAX;REL_HUM_MIN;WIND_VEL;NUM_WIND_VEL60;WIND_VEL_MAX;PRECP_SUM;NUM_PRECP_01;STAT_NUM
1886;AT13;91900;91905;188610;11,2;24,2;0,3;15,3;7,6;0;0;0;0;993,2;1010,7;964,8;150;7;10;78;;;8,6;;;34;6;5901
1886;AT13;91900;91905;188611;5,4;15,5;-4,3;8,2;2,4;7;2;0;0;992,5;1007,2;977,5;65;3;15;82;;;9;;;39;15;5901
1886;AT13;91900;91905;188612;1,4;12,1;-8,3;3,8;-1,4;22;4;0;0;985;996,3;965,1;48;2;18;83;;;10,4;;;73;14;5901
1887;AT13;91900;91905;188701;-3,6;6,1;-16;-0,6;-7,2;29;19;0;0;997,5;1011,2;967,3;82;10;8;86;;;5,4;;;11;7;5901
1887;AT13;91900;91905;188702;-1,5;9,6;-13,9;0,9;-4,2;26;12;0;0;1003,9;1016,8;988,5;82;6;11;81;;;8,3;;;13;12;5901
1887;AT13;91900;91905;188703;2,4;12,3;-6,4;6;-0,5;16;4;0;0;992,6;1011,9;977,9;95;2;12;77;;;12,2;;;57;17;5901
1887;AT13;91900;91905;188704;9,8;24,5;-4,1;15,2;4,1;4;0;0;0;990;1008,7;977,1;224;11;5;60;;;11,2;;;51;7;5901
1887;AT13;91900;91905;188705;12,8;25,8;3,4;17,1;9;0;0;1;0;988,8;995,7;977,1;147;3;12;73;;;9,7;;;129;23;5901
1887;AT13;91900;91905;188706;16,9;27,6;8,3;21,2;12,7;0;0;5;0;994,1;1000,7;981,3;250;4;4;64;;;10,1;;;38;16;5901
1887;AT13;91900;91905;188707;22;32;10,4;27,6;16,3;0;0;26;8;993,3;998,3;983,1;307;9;3;61;;;8,3;;;13;8;5901
1887;AT13;91900;91905;188708;18,7;33,8;10,4;23,7;13,7;0;0;12;3;991,4;1000,8;978,7;270;13;2;64;;;11,2;;;70;10;5901
1887;AT13;91900;91905;188709;15,9;31;1,2;20,6;11,8;0;0;6;2;990,8;999,6;974;178;8;7;69;;;9,7;;;25;8;5901
1887;AT13;91900;91905;188710;7,2;16,7;-4,6;10,1;4,2;5;0;0;0;992,4;1010,1;972,3;93;3;16;79;;;10,8;;;59;16;5901
1887;AT13;91900;91905;188711;4,5;14,2;-7,1;6,6;2,1;8;2;0;0;986,4;1006;971,7;51;2;16;86;;;8,6;;;85;20;5901
1887;AT13;91900;91905;188712;-1,1;7,7;-11,4;0,8;-3,4;24;10;0;0;988,6;1008,9;972,4;37;2;12;86;;;10,4;;;64;20;5901
1888;AT13;91900;91905;188801;-2,6;12,6;-15,5;-0,3;-5,4;23;18;0;0;999,1;1012,3;973,3;63;1;15;83;;;14,4;;;71;15;5901
1888;AT13;91900;91905;188802;-3;4,1;-12,9;-0,4;-6,2;28;15;0;0;988;1000,8;970,9;54;2;15;88;;;7,9;;;110;18;5901
1888;AT13;91900;91905;188803;3,6;20,9;-12,6;7,5;-0,2;15;3;0;0;981,7;997,2;967,6;92;3;13;75;;;11,2;;;28;10;5901
1888;AT13;91900;91905;188804;8,3;20,4;-3,2;12,7;3,4;4;0;0;0;986,4;999,3;974,4;181;3;7;72;;;9;;;161;16;5901
1888;AT13;91900;91905;188805;15,4;27,3;4,6;20,1;10,2;0;0;6;0;993,2;1001,7;981,5;274;8;7;60;;;10,1;;;12;8;5901
1888;AT13;91900;91905;188806;17,8;28,4;7,4;22,3;13,2;0;0;9;0;990,1;1000,1;977,6;237;3;3;71;;;8,3;;;85;11;5901
1888;AT13;91900;91905;188807;17,8;28,4;9,2;22,1;13,9;0;0;7;0;987,9;995,7;974,4;232;1;3;71;;;12,6;;;61;19;5901
1888;AT13;91900;91905;188808;18,1;30,9;8,3;23,2;13,7;0;0;12;2;992,7;1002;975,6;250;9;7;70;;;10,1;;;50;14;5901
1888;AT13;91900;91905;188809;14,8;25,1;4,7;19,4;10;0;0;1;0;996,5;1007,2;973,5;192;13;8;76;;;6,8;;;29;10;5901
1888;AT13;91900;91905;188810;8,1;26,8;-1,4;11,8;4,6;2;0;1;0;994,7;1008,7;971,7;97;2;9;75;;;9,4;;;64;13;5901
1888;AT13;91900;91905;188811;1,9;14,2;-8,6;4,7;-1,1;16;7;0;0;994,5;1012;975,1;83;5;9;80;;;11,9;;;32;8;5901
1888;AT13;91900;91905;188812;0,3;10,1;-11;2,4;-2,1;23;6;0;0;997,9;1015,6;978,4;43;2;19;88;;;6,5;;;29;13;5901
1889;AT13;91900;91905;188901;-2,5;6;-16;-0,5;-4,9;28;15;0;0;998,8;1013,2;984,5;70;3;18;82;;;10,8;;;11;10;5901
1889;AT13;91900;91905;188902;-0,7;11,8;-11,2;2,1;-3,9;22;8;0;0;982,7;1003,9;963,5;83;3;10;75;;;15,8;;;47;16;5901
1889;AT13;91900;91905;188903;1,4;12,7;-12,4;4,7;-2,1;14;7;0;0;989,4;1002,5;967,1;97;2;13;76;;;13,3;;;116;13;5901
1889;AT13;91900;91905;188904;9,5;22,3;-0,2;13,8;5,2;1;0;0;0;982,8;997,9;969,6;151;2;7;69;;;11,5;;;45;15;5901
1889;AT13;91900;91905;188905;17,8;27,7;8,6;22,4;12,8;0;0;4;0;988,3;996,5;979,1;279;7;5;72;;;6,8;;;40;9;5901
1889;AT13;91900;91905;188906;20,1;28,1;10,4;24,8;15,1;0;0;15;0;989,6;997,6;981,5;311;11;2;67;;;8,3;;;54;7;5901
1889;AT13;91900;91905;188907;19,4;33,3;10;24,2;14,5;0;0;11;4;989,9;996,5;978,4;268;9;6;68;;;11,9;;;78;17;5901
1889;AT13;91900;91905;188908;18;30;9,6;22,6;13,9;0;0;10;2;991,8;1001,9;979,2;190;2;11;73;;;10,1;;;40;18;5901
1889;AT13;91900;91905;188909;12,4;24,5;4,1;15,9;9;0;0;0;0;991,7;1000,8;978,4;108;3;11;76;;;10,8;;;77;21;5901
1889;AT13;91900;91905;188910;11;22,4;1;14,4;7,9;0;0;0;0;988,4;1002,3;972,1;71;2;17;81;;;9,7;;;93;15;5901
1889;AT13;91900;91905;188911;3,2;12;-11,2;5,2;0,9;15;3;0;0;1001;1016,5;977,2;57;2;11;83;;;7,2;;;22;9;5901
1889;AT13;91900;91905;188912;-3,9;2,6;-14,5;-2,3;-6,3;31;25;0;0;1001,7;1014,3;978,1;15;0;24;93;;;7,2;;;66;16;5901
1890;AT13;91900;91905;189001;1,3;12,5;-6,4;3,8;-1,3;18;10;0;0;996;1017,5;965,1;45;2;16;84;;;10,8;;;44;18;5901
1890;AT13;91900;91905;189002;-2;5,8;-10,2;1;-5,8;28;5;0;0;1000,2;1007,7;986,5;;7;4;77;;;8,6;;;3;6;5901
1890;AT13;91900;91905;189003;6,2;23,2;-16;10,9;1,1;10;4;0;0;989,3;1007,1;972,3;161;6;5;71;;;10,8;;;12;10;5901
1890;AT13;91900;91905;189004;9,3;20,9;0;14;4,5;0;0;0;0;985,4;1000,9;970,3;;5;9;70;;;9,7;;;120;13;5901
1890;AT13;91900;91905;189005;15,7;25,3;4,3;20,4;10,7;0;0;2;0;986,6;998;971,9;283;6;6;71;;;8,3;;;33;12;5901
1890;AT13;91900;91905;189006;16;27,7;8,5;20,1;11,6;0;0;4;0;991,9;998,9;981,3;214;5;6;70;;;10,4;;;72;17;5901
1890;AT13;91900;91905;189007;18,7;32,6;8,8;23,6;13,5;0;0;10;2;990,8;998,9;978,3;276;6;3;70;;;9;;;58;13;5901
1890;AT13;91900;91905;189008;20,8;33,3;9,1;26,1;15,7;0;0;18;5;990,1;998,5;975,5;276;10;3;70;;;8,3;;;94;13;5901
1890;AT13;91900;91905;189009;14,2;23,3;6,3;17,9;10,7;0;0;0;0;997,5;1004,5;988,8;160;6;8;74;;;13,3;;;73;12;5901
1890;AT13;91900;91905;189010;8,9;25,2;-5,8;13;5,5;4;0;1;0;993,9;1006,8;974,3;117;4;7;71;;;10,1;;;24;13;5901
1890;AT13;91900;91905;189011;4;16,4;-13,5;7;1;7;2;0;0;988,7;1007,6;958,9;58;2;12;83;;;9,4;;;61;19;5901
1890;AT13;91900;91905;189012;-5,3;6,2;-18,7;-3;-8,3;30;25;0;0;995,7;1010,1;976,9;59;5;12;87;;;6,1;;;7;11;5901
1891;AT13;91900;91905;189101;-6;5,8;-17,6;-3,8;-9,4;30;26;0;0;995;1010,4;973,7;36;2;21;87;;;10,4;;;64;17;5901
1891;AT13;91900;91905;189102;-2;8,6;-11;0,6;-5,1;26;13;0;0;1006,7;1014,8;996,3;84;2;10;81;;;10,1;;;11;7;5901
1891;AT13;91900;91905;189103;4,5;17,6;-8;8,5;0,3;12;1;0;0;986,2;1004,7;970,8;142;2;5;72;;;11,5;;;27;13;5901
1891;AT13;91900;91905;189104;7,4;22,2;-3,2;11,2;3,5;4;0;0;0;989,2;996,4;979,3;136;4;11;69;;;8,3;;;53;18;5901
1891;AT13;91900;91905;189105;16,4;26;4,5;21,2;11,1;0;0;4;0;986,3;996;976,8;264;7;5;67;;;9,7;;;22;11;5901
1891;AT13;91900;91905;189106;17,3;29,7;8,3;21,4;12,7;0;0;8;0;991;1002;981,9;209;2;7;72;;;9;;;101;16;5901
1891;AT13;91900;91905;189107;18,5;32;11,3;22,7;14,9;0;0;9;2;990,6;997,3;983,7;197;2;11;75;;;10,1;;;127;21;5901
1891;AT13;91900;91905;189108;17,5;25,5;10,6;21,7;13,4;0;0;4;0;991;997,2;977,9;220;5;6;75;;;9,4;;;71;15;5901
1891;AT13;91900;91905;189109;15,7;29,4;1,7;20,8;11,1;0;0;5;0;996,3;1006;982,8;227;16;3;72;;;8,3;;;19;7;5901
1891;AT13;91900;91905;189110;11,7;21,2;-3;16,1;7,7;2;0;0;0;991,7;1008;977,5;157;5;5;79;;;7,2;;;14;12;5901
1891;AT13;91900;91905;189111;2,9;12;-7,8;5,2;-0,3;14;0;0;0;992,4;1007,7;973,2;53;3;16;83;;;6,8;;;9;12;5901
1891;AT13;91900;91905;189112;1,5;11,9;-11,2;4;-1,7;21;8;0;0;997;1014,8;976,1;61;0;16;81;;;11,9;;;53;16;5901
1892;AT13;91900;91905;189201;-1;11,9;-20;1,5;-3,9;22;12;0;0;988,9;1002,8;968,1;71;2;13;83;;;11,9;;;49;15;5901
1892;AT13;91900;91905;189202;1,1;9,2;-9,6;3,5;-1,5;16;5;0;0;986,3;1005,3;960,7;65;3;14;79;;;13,3;;;44;14;5901
1892;AT13;91900;91905;189203;1,9;22,3;-13,2;6,5;-2,7;20;8;0;0;991;1008,9;967,3;168;8;11;70;;;10,8;;;44;10;5901
1892;AT13;91900;91905;189204;10,2;22,8;-2,2;14,7;4,8;2;0;0;0;989,4;1002;970,7;171;7;9;62;;;11,2;;;53;11;5901
1892;AT13;91900;91905;189205;14,2;29,9;2,8;18,6;9,1;0;0;6;0;991,2;999,7;978,7;220;5;13;68;;;9,7;;;80;15;5901
1892;AT13;91900;91905;189206;17,4;27;9,7;21,3;13,6;0;0;4;0;991,2;1001,6;982,3;197;2;10;76;;;9;;;133;16;5901
1892;AT13;91900;91905;189207;18,7;29,4;10,3;22,9;14,3;0;0;9;0;991,1;999,1;979,7;262;7;6;70;;;9,4;;;96;10;5901
1892;AT13;91900;91905;189208;21,3;36,2;10,6;26,8;15,5;0;0;19;8;991,9;998;983,7;304;18;2;65;;;8,3;;;20;8;5901
1892;AT13;91900;91905;189209;16,1;26,3;8,5;20,6;12,1;0;0;2;0;994,1;1001,3;984;184;11;8;81;;;7,9;;;101;11;5901
1892;AT13;91900;91905;189210;9,2;22,3;-1,3;12,8;6,2;2;0;0;0;988,6;1001,9;973,7;90;3;11;84;;;7,6;;;55;17;5901
1892;AT13;91900;91905;189211;1,8;14,4;-14,3;4,4;-1,2;15;6;0;0;999,6;1013,9;984,8;73;4;12;90;;;6,1;;;11;6;5901
1892;AT13;91900;91905;189212;-1,8;11,3;-13,4;0,9;-4,5;25;13;0;0;991,7;1007,3;972;75;5;12;80;;;11,2;;;15;10;5901
1893;AT13;91900;91905;189301;-7,7;4,9;-22,2;-5,3;-10,6;30;27;0;0;992,9;1006,7;978,4;67;5;12;89;;;12,2;;;99;18;5901
1893;AT13;91900;91905;189302;2,5;15,1;-14,8;7;-0,9;13;2;0;0;988,4;1013,1;960,7;106;5;8;76;;;11,5;;;29;10;5901
1893;AT13;91900;91905;189303;5,8;20;-4,3;10,6;1,5;11;0;0;0;994,3;1002,9;980,8;150;7;5;64;;;14,4;;;37;14;5901
1893;AT13;91900;91905;189304;10;22,2;-1,9;16;3,7;6;0;0;0;995,1;1005,1;980,5;278;12;2;51;;;10,4;;;2;4;5901
1893;AT13;91900;91905;189305;13,9;26,6;1,1;19,5;9,7;0;0;4;0;991,2;1000,9;980,7;235;4;6;68;;;10,8;;;51;18;5901
1893;AT13;91900;91905;189306;17,4;29,8;9,2;22,1;13,5;0;0;8;0;990,2;999,3;976,4;212;8;7;68;;;9,4;;;107;18;5901
1893;AT13;91900;91905;189307;19,3;29,1;11,1;24,5;14,7;0;0;17;0;989,3;998,3;980,9;291;12;2;68;;;7,9;;;73;10;5901
1893;AT13;91900;91905;189308;19,2;34,2;8;24,7;14,7;0;0;13;3;993,6;999,5;982,1;294;14;2;66;;;8,6;;;22;10;5901
1893;AT13;91900;91905;189309;15,3;27;6,8;20,8;11,3;0;0;3;0;990,8;1002,8;975,5;184;4;4;70;;;7,9;;;21;11;5901
1893;AT13;91900;91905;189310;11;26;-0,6;16,3;7;1;0;2;0;992,8;1006,4;977,5;131;5;8;77;;;9;;;29;11;5901
1893;AT13;91900;91905;189311;2,8;16;-4,3;5,8;0,5;17;0;0;0;991;1008,4;960,3;66;0;13;84;;;9,7;;;61;15;5901
1893;AT13;91900;91905;189312;0,6;10,4;-11,9;3,8;-2,1;15;6;0;0;997,8;1018,1;979,5;48;4;14;82;;;9,4;;;6;8;5901
1894;AT13;91900;91905;189401;-3,9;8;-18,2;0;-7,5;31;15;0;0;997,5;1010,1;985,6;73;2;8;85;;;8,6;;;2;5;5901
1894;AT13;91900;91905;189402;2,9;16,5;-10,1;7,1;-0,4;13;3;0;0;995,2;1009,7;977,6;115;0;5;68;;;17,6;;;19;13;5901
1894;AT13;91900;91905;189403;6,3;17,8;-1,9;11,1;2,4;3;0;0;0;992,2;1002,8;970,3;144;5;11;68;;;11,9;;;25;12;5901
1894;AT13;91900;91905;189404;12,9;23;-0,6;18,9;7,3;1;0;0;0;989,1;997,7;977,5;240;9;4;61;;;8,3;;;68;7;5901
1894;AT13;91900;91905;189405;14,9;25;3,2;19,8;10,5;0;0;1;0;987,4;996,7;969,1;261;7;5;70;;;11,2;;;44;16;5901
1894;AT13;91900;91905;189406;16,1;27;8,4;20,7;12,6;0;0;3;0;990,8;1000,3;980,9;205;3;9;70;;;13,7;;;94;20;5901
1894;AT13;91900;91905;189407;20,6;34,6;10,9;26,6;15,4;0;0;21;4;991,6;1001,2;975,2;321;9;2;65;;;9;;;64;14;5901
1894;AT13;91900;91905;189408;18,3;32,6;9,7;23,7;14,2;0;0;11;6;992;1000,7;983,6;238;7;4;71;;;9,4;;;75;13;5901
1894;AT13;91900;91905;189409;13,5;28,1;5;18,8;9,7;0;0;3;0;993,2;1003,6;983,7;193;8;8;72;;;9;;;53;15;5901
1894;AT13;91900;91905;189410;10,2;19,9;2,8;14,2;7,4;0;0;0;0;990,3;1000;970,3;89;2;11;82;;;8,6;;;103;17;5901
1894;AT13;91900;91905;189411;4,5;17,4;-2,2;8,1;1,8;9;0;0;0;998;1010,3;981,3;83;4;14;84;;;6,8;;;15;13;5901
1894;AT13;91900;91905;189412;-0,1;5,7;-7,2;2,6;-2,4;26;3;0;0;994,6;1011,3;966,4;56;1;17;81;;;9,7;;;18;7;5901
1895;AT13;91900;91905;189501;-2,6;10,2;-10,4;0,7;-5,4;30;17;0;0;981,2;997,5;966,9;46;0;15;84;;;12,2;;;45;16;5901
1895;AT13;91900;91905;189502;-5,1;4;-17,2;-1,9;-7,8;28;20;0;0;988,4;997,3;972,3;53;1;17;81;;;11,5;;;22;15;5901
1895;AT13;91900;91905;189503;2,6;17,9;-10,6;6,3;-0,3;13;2;0;0;985,5;1002,4;966,8;85;1;15;77;;;11,9;;;57;17;5901
1895;AT13;91900;91905;189504;9,3;21;-0,3;14,2;5,1;1;0;0;0;990,2;999,9;973,3;161;7;12;73;;;6,1;;;68;12;5901
1895;AT13;91900;91905;189505;13,7;23;2,3;19,1;9;0;0;0;0;992,4;1003,2;966,4;275;11;5;71;;;9;;;110;13;5901
1895;AT13;91900;91905;189506;17,4;30;8;22,2;13,4;0;0;6;1;992;1002;984;246;6;5;77;;;9,4;;;56;15;5901
1895;AT13;91900;91905;189507;20,5;32;12,1;25,6;16,1;0;0;19;4;990,8;997,9;979,5;290;7;5;77;;;8,3;;;80;16;5901
1895;AT13;91900;91905;189508;18,3;29,5;9,2;23,7;13,9;0;0;14;0;992,7;1002,8;976,9;273;14;3;78;;;7,9;;;72;14;5901
1895;AT13;91900;91905;189509;16,3;31,4;4,6;22,7;11,7;0;0;10;2;997,7;1009,7;989,7;238;12;4;80;;;7,6;;;19;6;5901
1895;AT13;91900;91905;189510;8,9;25;-0,8;13,8;5,3;2;0;1;0;988,9;1003,6;968,1;98;3;14;83;;;10,4;;;56;14;5901
1895;AT13;91900;91905;189511;5,4;20,8;-7,1;9,1;3,1;12;2;0;0;997,5;1012,5;975,5;70;3;18;85;;;7,2;;;8;11;5901
1895;AT13;91900;91905;189512;-0,3;13,6;-11,2;2,8;-2,6;20;8;0;0;987,4;1008,7;968,3;48;1;22;86;;;11,9;;;137;23;5901
1896;AT13;91900;91905;189601;-4,5;4,9;-16,1;-0,9;-7,9;31;15;0;0;1002,2;1017,9;978,4;44;2;20;88;;;9,4;;;39;14;5901
1896;AT13;91900;91905;189602;0;10,1;-10,9;3,3;-3,1;23;6;0;0;1002,2;1015,7;983,5;106;3;11;77;;;14;;;17;9;5901
1896;AT13;91900;91905;189603;6,2;21,8;-3;11,8;2,1;7;0;0;0;987,5;1001,2;972;157;9;10;71;;;10,1;;;57;14;5901
1896;AT13;91900;91905;189604;7,5;23,4;-1;12,2;4;1;0;0;0;992;1002,7;979,5;138;1;11;68;;;11,5;;;43;13;5901
1896;AT13;91900;91905;189605;12,7;26,3;4,2;17,1;9;0;0;3;0;990,6;998,1;981,3;191;4;14;71;;;11,5;;;100;18;5901
1896;AT13;91900;91905;189606;18,1;26,8;9,3;23,1;14;0;0;8;0;990,1;997,6;981,3;288;5;4;71;;;11,5;;;46;15;5901
1896;AT13;91900;91905;189607;19,7;33;10,3;24,7;15,4;0;0;16;2;991,3;996,7;983,5;282;11;5;70;;;9;;;80;12;5901
1896;AT13;91900;91905;189608;16,4;26,9;9,9;20,9;13,6;0;0;4;0;990,2;996,7;978,7;148;0;10;82;;;9;;;183;24;5901
1896;AT13;91900;91905;189609;15;25,6;6,4;19,7;11,9;0;0;1;0;989,8;999,9;975,1;165;2;4;82;;;7,9;;;21;15;5901
1896;AT13;91900;91905;189610;11,6;22;0,4;16,7;7,8;0;0;0;0;989,3;999,7;964,9;127;4;5;82;;;9;;;16;10;5901
1896;AT13;91900;91905;189611;3,2;18,3;-7;6,4;0,8;12;0;0;0;994,3;1012,4;977,9;85;4;15;78;;;12,2;;;32;13;5901
1896;AT13;91900;91905;189612;0;11,6;-10,2;3;-2,1;22;5;0;0;991,5;1007,9;966,5;70;3;15;87;;;9;;;16;10;5901
1897;AT13;91900;91905;189701;-1,1;7,8;-9,8;1,2;-3,2;27;8;0;0;988,7;1006,9;961,6;52;1;22;87;;;12,6;;;30;11;5901
1897;AT13;91900;91905;189702;2,4;18,1;-9,1;6,5;-1;18;3;0;0;996,9;1012,4;968,7;82;3;13;77;;;13;;;40;13;5901
1897;AT13;91900;91905;189703;7,2;19,1;-1,3;11,6;3,9;3;0;0;0;986,2;998,8;965,3;105;2;9;71;;;13;;;56;19;5901
1897;AT13;91900;91905;189704;9,6;22,9;1,2;14,6;5,6;0;0;0;0;988,2;1003,6;965,3;155;4;13;70;;;10,8;;;65;16;5901
1897;AT13;91900;91905;189705;12,7;24;3,2;17,2;9,2;0;0;0;0;986,1;995,9;973,2;178;3;15;75;;;12,2;;;97;22;5901
1897;AT13;91900;91905;189706;18,7;29,4;9,2;23,6;14,3;0;0;13;0;992,2;1003,3;985,1;277;5;5;68;;;9,7;;;79;13;5901
1897;AT13;91900;91905;189707;19,3;32,6;12,4;23,9;15,7;0;0;12;2;989,4;998,7;982;214;1;8;72;;;11,9;;;206;17;5901
1897;AT13;91900;91905;189708;19;30,6;10;24,3;14,9;0;0;11;1;991,1;996,7;983,6;254;9;2;76;;;8,3;;;39;10;5901
1897;AT13;91900;91905;189709;15;28,7;7,2;19,9;11,5;0;0;2;0;992,6;1003,1;978,5;168;7;8;79;;;8,3;;;42;12;5901
1897;AT13;91900;91905;189710;8,4;23,3;-1;12,7;5,8;3;0;0;0;998,3;1009,6;986,5;104;2;10;84;;;9,7;;;51;13;5901
1897;AT13;91900;91905;189711;2,3;14,8;-8,5;5,5;-0,2;13;1;0;0;1002,6;1015,1;965,3;74;4;14;76;;;10,4;;;11;8;5901
1897;AT13;91900;91905;189712;-0,3;12,4;-6,1;2,4;-2,4;25;5;0;0;998,6;1011,3;978,1;28;0;25;87;;;6,5;;;9;18;5901
1898;AT13;91900;91905;189801;0,6;13,6;-10,9;4,2;-2,1;21;7;0;0;1004,3;1016,9;984,7;61;2;13;83;;;10,4;;;25;11;5901
1898;AT13;91900;91905;189802;2,5;14,1;-6;6,2;0;14;0;0;0;989,2;1006,1;959,6;57;1;17;78;;;14;;;34;17;5901
1898;AT13;91900;91905;189803;5,8;17;-3,9;10,8;1,8;10;0;0;0;985,9;996,5;971,1;142;2;10;70;;;11,5;;;45;9;5901
1898;AT13;91900;91905;189804;11;21,6;0;15,7;7,2;0;0;0;0;988,3;1000,7;968,8;135;2;12;69;;;11,9;;;58;16;5901
1898;AT13;91900;91905;189805;14,4;25,3;4,6;19,3;10,6;0;0;2;0;986,8;997,2;972,8;209;7;11;74;;;7,9;;;126;19;5901
1898;AT13;91900;91905;189806;16,8;27,8;7,1;21,7;12,8;0;0;3;0;990,9;998,5;980,4;233;1;8;72;;;8,3;;;80;15;5901
1898;AT13;91900;91905;189807;17,9;31;9,8;22,9;14,3;0;0;8;1;991,6;999,1;981,5;269;5;7;68;;;10,8;;;63;20;5901
1898;AT13;91900;91905;189808;19,6;30,4;10,7;25,2;14,6;0;0;21;1;994,6;1000,5;981,2;305;14;4;69;;;7,2;;;70;8;5901
1898;AT13;91900;91905;189809;15,2;27,2;5;20,6;11,1;0;0;4;0;995,7;1005,6;975,1;206;11;5;70;;;7,2;;;46;8;5901
1898;AT13;91900;91905;189810;10,5;19,4;1,2;14;8;0;0;0;0;991,2;1004;963,7;102;3;15;86;;;6,1;;;71;14;5901
1898;AT13;91900;91905;189811;6,2;17;-2,2;9,4;3,8;6;0;0;0;993,7;1010,4;966,7;48;1;18;88;;;8,6;;;15;10;5901
1898;AT13;91900;91905;189812;2,6;14;-8,9;5,6;0;16;4;0;0;998,2;1013,1;978,7;55;0;17;83;;;13,3;;;14;14;5901
1899;AT13;91900;91905;189901;2,5;14;-3,6;5,9;-0,4;17;0;0;0;990,9;1007,7;964,8;61;3;15;79;;;11,2;;;28;11;5901
1899;AT13;91900;91905;189902;1;15,4;-9,9;5,5;-1,9;20;3;0;0;993,9;1007,5;969,3;74;3;11;80;;;7,9;;;16;14;5901
1899;AT13;91900;91905;189903;4,1;20,6;-8,9;10;-0,7;17;0;0;0;993,1;1007,7;975,9;191;7;4;63;;;11,9;;;16;9;5901
1899;AT13;91900;91905;189904;9,9;22,3;0,9;15,2;5,8;0;0;0;0;988,1;1001,7;973,6;147;2;11;68;;;11,5;;;66;20;5901
1899;AT13;91900;91905;189905;13,5;27,2;2,9;18,2;9,8;0;0;1;0;990,5;1004,4;976;196;2;11;72;;;11,5;;;120;18;5901
1899;AT13;91900;91905;189906;16,8;27,4;7,7;21,8;12,3;0;0;7;0;990,4;1001,9;974;269;4;6;65;;;7,9;;;18;11;5901
1899;AT13;91900;91905;189907;19,4;31,7;9,3;24,5;15,6;0;0;15;2;993,1;1002,3;980;245;2;8;69;;;10,1;;;62;14;5901
1899;AT13;91900;91905;189908;18,4;31;7,6;23,8;14,4;0;0;11;3;993,5;1003,2;980,8;266;4;3;66;;;7,2;;;52;10;5901
1899;AT13;91900;91905;189909;14,7;28,3;6,5;19,7;11,2;0;0;4;0;989,1;1000;976,9;159;4;9;77;;;8,6;;;111;16;5901
1899;AT13;91900;91905;189910;8,2;21;-1,1;13,3;4,3;4;0;0;0;997,9;1009,7;983,2;198;14;3;79;;;5,4;;;24;8;5901
1899;AT13;91900;91905;189911;6,5;16;-4,2;9,7;3,9;3;0;0;0;1000,2;1009,2;988,7;88;1;10;76;;;13,3;;;15;12;5901
1899;AT13;91900;91905;189912;-4,5;6,5;-16,2;-1,3;-7,2;29;18;0;0;993,3;1011,7;976,3;46;0;18;84;;;10,8;;;73;20;5901
1900;AT13;91900;91905;190001;0,5;9;-11,3;3,4;-1,8;19;5;0;0;990,1;1007,9;967,5;25;0;23;85;;;9,7;;;128;25;5901
1900;AT13;91900;91905;190002;3,7;13,6;-4,2;7,5;0,5;14;0;0;0;983,7;999,2;963,3;65;2;19;80;;;7,9;;;24;10;5901
1900;AT13;91900;91905;190003;1,3;11,8;-8,2;4,9;-1,6;20;4;0;0;988,4;1008,1;976;88;4;16;80;;;12,2;;;122;17;5901
1900;AT13;91900;91905;190004;8,4;23,3;-8,1;13;3,8;5;0;0;0;990,5;1010,7;969,2;202;5;8;67;;;9,4;;;74;16;5901
1900;AT13;91900;91905;190005;12,7;23;1,9;17,2;9;0;0;0;0;989,3;998,7;974,7;218;6;10;72;;;11,5;;;61;12;5901
1900;AT13;91900;91905;190006;17,7;26,9;11;22,6;13,7;0;0;4;0;990,8;997,6;982,4;264;2;6;72;;;10,1;;;78;15;5901
1900;AT13;91900;91905;190007;20,6;32,2;9,3;25,6;16,5;0;0;21;5;992;1000,3;983,9;277;9;5;70;;;9,7;;;63;13;5901
1900;AT13;91900;91905;190008;18,1;29,4;9,2;23,1;14,5;0;0;9;0;992,6;1002,5;982,4;206;2;6;73;;;8,6;;;37;12;5901
1900;AT13;91900;91905;190009;16,1;24,8;9,6;21,3;12;0;0;0;0;996,6;1003,9;989,1;185;7;4;77;;;4,7;;;12;9;5901
1900;AT13;91900;91905;190010;10;26,6;1,6;14,9;6,8;0;0;1;0;994,3;1009,1;978,7;145;5;6;77;;;7,2;;;79;17;5901
1900;AT13;91900;91905;190011;6,7;12,2;0,6;8,9;4,7;0;0;0;0;989,2;1001,3;974;28;0;21;89;;;6,1;;;54;16;5901
1900;AT13;91900;91905;190012;1,6;16;-5,9;5,5;-0,9;22;1;0;0;995,4;1008,5;973,7;50;3;17;84;;;10,4;;;58;9;5901
1901;AT13;91900;91905;190101;-4,4;13;-15,4;-0,8;-7,8;26;19;0;0;999,1;1014,5;967,1;71;2;11;82;;;13;;;23;11;5901
1901;AT13;91900;91905;190102;-3,4;6,5;-17;-0,2;-6,6;27;12;0;0;991,9;1004,1;974;100;3;7;81;;;10,8;;;31;10;5901
